Age,Education Level,Years of Experience,Senior,Experience_to_Age_Ratio,Gender_Encoded,Country_Canada,Country_China,Country_UK,Country_USA,Race_Asian,Race_Australian,Race_Black,Race_Chinese,Race_Hispanic,Race_Korean,Race_Mixed,Race_Welsh,Race_White,Job_Title_Encoded
-0.00015015233530927646,-0.7260094582986852,-0.8561984032198606,0,-1.0624823190101853,1,0,0,0,0,1,0,0,0,0,0,0,0,0,128
1.4169875883122725,-0.7260094582986852,1.871245248954613,0,1.7965886330213776,1,0,1,0,0,0,0,0,1,0,0,0,0,0,80
-0.3866422634210134,-0.7260094582986852,-0.21444695564939628,0,0.041716435769687456,0,1,0,0,0,0,0,1,0,0,0,0,0,0,54
0.12868055135992543,-0.7260094582986852,-0.05400909375678018,0,0.06390919891994302,1,0,1,0,0,0,0,0,1,0,0,0,0,0,5
0.7728340698360989,1.5398266686013646,0.7481802157063003,0,0.8378818137851062,0,0,0,0,1,0,0,0,0,0,0,0,0,1,39
-0.2578115597257787,0.40690860515133964,-0.37488481754201236,0,-0.26574580370781153,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5
1.8034796993979765,1.5398266686013646,2.192120972739845,0,1.9080661701418744,1,0,0,1,0,0,0,0,0,0,0,1,0,0,27
-0.5154729671162481,-1.8589275217487102,-1.0166362651124767,0,-1.235600376656133,0,1,0,0,0,1,0,0,0,0,0,0,0,0,102
1.159326180921803,0.40690860515133964,1.7108073870619969,0,1.775848626115239,1,0,1,0,0,0,0,0,0,0,0,0,0,1,43
1.2881568846170377,1.5398266686013646,1.5503695251693808,0,1.5128276294419318,0,0,1,0,0,0,0,0,0,0,0,0,0,1,113
-0.7731343745067175,-0.7260094582986852,-1.0166362651124767,0,-1.1973795067862485,1,0,0,0,1,0,0,0,0,1,0,0,0,0,53
-0.5154729671162481,-1.8589275217487102,-1.0166362651124767,0,-1.235600376656133,1,0,0,0,1,0,0,0,0,1,0,0,0,0,56
1.0304954772265684,1.5398266686013646,0.9086180775989164,1,0.9047683360574039,1,0,0,0,0,0,0,0,0,0,0,0,0,1,112
0.6440033661408643,0.40690860515133964,0.10642876813583592,1,0.08154960039835145,1,1,0,0,0,0,0,0,0,0,0,0,0,1,57
2.1899718104836805,-0.7260094582986852,2.192120972739845,0,1.69166859808444,1,0,0,0,0,1,0,0,0,0,0,0,0,0,101
-1.1596264855924217,-0.7260094582986852,-1.1770741270050928,0,-1.4496372479274866,0,0,0,0,0,0,1,0,0,0,0,0,0,0,53
-0.6443036708114828,0.40690860515133964,-0.37488481754201236,0,-0.11006165703953164,0,0,0,1,0,0,0,0,0,0,0,0,1,0,27
0.7728340698360989,-0.7260094582986852,0.5877423538136842,1,0.6372222469682118,0,0,1,0,0,0,0,0,1,0,0,0,0,0,105
-0.5154729671162481,-0.7260094582986852,-0.5353226794346284,0,-0.43296210938855667,0,0,0,0,1,1,0,0,0,0,0,0,0,0,103
0.25751125505516015,1.5398266686013646,0.5877423538136842,1,0.9047683360574039,1,0,1,0,0,0,0,0,0,0,0,0,0,1,27
-1.2884571892876564,-0.7260094582986852,-1.1770741270050928,0,-1.4362599434730272,1,0,0,0,1,0,0,0,0,0,0,0,0,1,50
0.12868055135992543,1.5398266686013646,0.266866630028452,1,0.522559637358558,1,0,0,1,0,0,0,0,0,0,0,0,0,1,98
-0.128980856030544,-0.7260094582986852,-0.37488481754201236,0,-0.31135025071165107,0,0,0,1,0,0,0,0,0,0,0,0,0,1,63
1.9323104030932112,1.5398266686013646,2.192120972739845,0,1.832989461468887,0,0,1,0,0,0,0,0,1,0,0,0,0,0,113
-1.030795781897187,-0.7260094582986852,-0.5353226794346284,1,-0.22715742547379333,1,0,0,0,1,0,0,0,0,1,0,0,0,0,89
-0.00015015233530927646,-1.8589275217487102,-0.5353226794346284,0,-0.5903421617939637,0,0,0,1,0,0,0,0,0,0,0,0,1,0,102
-0.3866422634210134,0.40690860515133964,-0.21444695564939628,1,0.041716435769687456,1,0,0,1,0,0,0,0,0,0,0,1,0,0,112
-1.1596264855924217,-1.8589275217487102,-1.1770741270050928,0,-1.4496372479274866,1,0,0,0,0,0,0,0,0,0,0,0,0,1,100
-0.6443036708114828,-0.7260094582986852,-0.6957605413272445,0,-0.6636052896378603,0,0,0,0,1,0,0,0,0,1,0,0,0,0,53
-0.128980856030544,0.40690860515133964,0.4273044919210681,0,0.9047683360574039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,88
