Age,Education Level,Years of Experience,Salary,Senior,Experience_to_Age_Ratio,Gender_Encoded,Country_Canada,Country_China,Country_UK,Country_USA,Race_Asian,Race_Australian,Race_Black,Race_Chinese,Race_Hispanic,Race_Korean,Race_Mixed,Race_Welsh,Race_White,Job_Title_Encoded
-0.2578115597257787,-0.7260094582986852,-0.5353226794346284,90000.0,0,-0.5165702622289292,1,0,0,1,0,0,0,0,0,0,0,0,0,1,112
-0.7731343745067175,0.40690860515133964,-0.8561984032198606,65000.0,0,-0.910722982762114,0,0,0,0,1,0,0,0,0,1,0,0,0,0,24
1.4169875883122725,1.5398266686013646,1.0690559394915324,150000.0,1,0.9047683360574039,1,1,0,0,0,0,0,0,0,0,0,0,0,1,72
0.25751125505516015,-0.7260094582986852,-0.21444695564939628,60000.0,0,-0.21000703514756314,0,0,0,0,1,0,0,0,0,1,0,0,0,0,100
2.3188025141789153,0.40690860515133964,1.871245248954613,200000.0,0,1.3163777038869307,1,0,0,0,1,1,0,0,0,0,0,0,0,0,34
-0.6443036708114828,-0.7260094582986852,-1.0166362651124767,55000.0,0,-1.2171489222361889,1,0,0,0,1,0,0,0,0,1,0,0,0,0,73
1.0304954772265684,0.40690860515133964,0.5877423538136842,120000.0,0,0.522559637358558,0,0,0,0,1,1,0,0,0,0,0,0,0,0,88
-0.3866422634210134,-0.7260094582986852,-0.6957605413272445,80000.0,0,-0.7350302744892574,1,0,1,0,0,0,0,0,0,0,1,0,0,0,103
-1.030795781897187,-0.7260094582986852,-1.1770741270050928,45000.0,0,-1.4619855289623724,0,0,1,0,0,0,0,0,1,0,0,0,0,0,74
0.5151726624456295,1.5398266686013646,0.266866630028452,110000.0,1,0.34151341165910476,1,0,0,0,0,0,1,0,0,0,0,0,0,0,106
-0.6443036708114828,0.40690860515133964,-0.8561984032198606,75000.0,0,-0.9403771059370245,1,0,0,1,0,0,0,0,0,0,0,0,1,0,111
1.8034796993979765,-0.7260094582986852,1.5503695251693808,140000.0,0,1.2392009474188943,0,0,0,1,0,1,0,0,0,0,0,0,0,0,58
0.12868055135992543,-0.7260094582986852,-0.37488481754201236,65000.0,0,-0.394741239518672,1,0,1,0,0,0,0,0,0,0,1,0,0,0,50
0.7728340698360989,0.40690860515133964,0.9086180775989164,130000.0,0,1.038541380602,0,0,0,0,1,0,0,0,0,0,0,0,0,0,92
-0.9019650782019522,-0.7260094582986852,-1.0166362651124767,40000.0,0,-1.176145690191868,1,1,0,0,0,1,0,0,0,0,0,0,0,0,19
1.2881568846170377,-0.7260094582986852,1.2294938013841485,125000.0,0,1.1479920534112151,1,0,1,0,0,0,0,0,1,0,0,0,0,0,83
-0.128980856030544,0.40690860515133964,-0.21444695564939628,90000.0,0,-0.06812653335784001,0,0,0,0,1,1,0,0,0,0,0,0,0,0,76
0.6440033661408643,1.5398266686013646,0.5877423538136842,115000.0,1,0.698963652142641,1,0,0,1,0,0,0,0,0,0,0,1,0,0,47
-1.1596264855924217,-0.7260094582986852,-1.337511988897709,35000.0,0,-1.7706925548345174,0,0,0,1,0,1,0,0,0,0,0,0,0,0,26
2.1899718104836805,-0.7260094582986852,2.192120972739845,180000.0,0,1.69166859808444,1,0,0,0,0,1,0,0,0,0,0,0,0,0,101
-0.00015015233530927646,0.40690860515133964,-0.5353226794346284,80000.0,0,-0.5903421617939637,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6
1.674648995702742,0.40690860515133964,1.7108073870619969,190000.0,0,1.4740153341195148,1,0,0,1,0,0,0,0,0,0,0,0,0,1,126
-0.5154729671162481,-0.7260094582986852,-1.0166362651124767,50000.0,0,-1.235600376656133,1,0,0,1,0,1,0,0,0,0,0,0,0,0,68
0.25751125505516015,-0.7260094582986852,0.10642876813583592,60000.0,0,0.23590311333442374,0,0,1,0,0,0,0,0,0,0,0,0,0,1,96
0.9016647735313337,0.40690860515133964,0.7481802157063003,140000.0,0,0.7742580486968226,1,0,0,0,1,0,0,0,0,0,0,0,0,0,51
-0.7731343745067175,-0.7260094582986852,-0.8561984032198606,45000.0,0,-0.910722982762114,0,1,0,0,0,0,0,0,0,0,0,0,0,1,109
0.38634195875039484,0.40690860515133964,0.4273044919210681,110000.0,0,0.6155293208258451,0,0,0,0,0,1,0,0,0,0,0,0,0,0,114
-1.2884571892876564,-0.7260094582986852,-1.1770741270050928,40000.0,0,-1.4362599434730272,1,0,0,0,0,1,0,0,0,0,0,0,0,0,30
1.159326180921803,1.5398266686013646,1.0690559394915324,140000.0,1,1.0292083774942378,0,1,0,0,0,0,0,1,0,0,0,0,0,0,14
-0.128980856030544,0.40690860515133964,-0.37488481754201236,90000.0,0,-0.31135025071165107,1,0,1,0,0,0,0,0,0,0,1,0,0,0,86
2.0611411067884458,-0.7260094582986852,2.6734345584176933,250000.0,0,2.242498781503365,1,1,0,0,0,1,0,0,0,0,0,0,0,0,11
-0.3866422634210134,-0.7260094582986852,-0.6957605413272445,55000.0,0,-0.7350302744892574,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2
-0.6443036708114828,0.40690860515133964,-0.8561984032198606,75000.0,0,-0.9403771059370245,1,0,0,0,1,0,0,0,0,1,0,0,0,0,27
0.6440033661408643,-0.7260094582986852,0.266866630028452,65000.0,0,0.2873542843131143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,77
1.5458182920075072,1.5398266686013646,1.871245248954613,170000.0,1,1.7190390419810322,1,0,0,0,1,0,0,0,0,1,0,0,0,0,72
-0.9019650782019522,-0.7260094582986852,-1.0166362651124767,45000.0,0,-1.176145690191868,1,0,0,0,0,1,0,0,0,0,0,0,0,0,121
0.12868055135992543,-0.7260094582986852,-0.21444695564939628,60000.0,0,-0.1654160202993644,0,0,0,1,0,0,0,0,0,0,0,0,0,1,57
1.0304954772265684,0.40690860515133964,0.9086180775989164,115000.0,0,0.9047683360574039,1,0,1,0,0,0,0,0,0,0,0,0,0,1,91
-1.030795781897187,-0.7260094582986852,-1.1770741270050928,40000.0,0,-1.4619855289623724,0,1,0,0,0,1,0,0,0,0,0,0,0,0,22
1.9323104030932112,-0.7260094582986852,2.031683110847229,160000.0,0,1.6691857334550957,1,0,1,0,0,0,0,0,0,0,0,0,0,1,102
-0.00015015233530927646,0.40690860515133964,-0.5353226794346284,80000.0,0,-0.5903421617939637,0,0,0,1,0,1,0,0,0,0,0,0,0,0,123
1.8034796993979765,0.40690860515133964,1.5503695251693808,190000.0,0,1.2392009474188943,1,1,0,0,0,0,0,1,0,0,0,0,0,0,82
-0.5154729671162481,-0.7260094582986852,-0.8561984032198606,60000.0,0,-0.9680542875669409,1,0,1,0,0,0,0,0,0,0,1,0,0,0,78
0.25751125505516015,-0.7260094582986852,-0.05400909375678018,45000.0,0,0.01294803909343019,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3
0.9016647735313337,0.40690860515133964,0.7481802157063003,130000.0,0,0.7742580486968226,1,0,0,1,0,1,0,0,0,0,0,0,0,0,116
-0.7731343745067175,-0.7260094582986852,-1.0166362651124767,40000.0,0,-1.1973795067862485,0,0,0,0,1,0,0,0,0,0,0,0,0,1,16
-0.2578115597257787,-0.7260094582986852,-0.5353226794346284,75000.0,0,-0.5165702622289292,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
1.4169875883122725,0.40690860515133964,1.2294938013841485,180000.0,0,1.083132395450199,0,0,0,1,0,0,0,0,0,0,0,0,1,0,42
0.5151726624456295,1.5398266686013646,0.4273044919210681,120000.0,1,0.5527340083084672,1,0,0,0,0,1,0,0,0,0,0,0,0,0,106
-1.1596264855924217,-0.7260094582986852,-1.337511988897709,35000.0,0,-1.7706925548345174,1,0,0,0,1,1,0,0,0,0,0,0,0,0,60
2.1899718104836805,-0.7260094582986852,2.192120972739845,130000.0,0,1.69166859808444,0,0,1,0,0,0,0,0,0,0,1,0,0,0,18
-0.128980856030544,0.40690860515133964,-0.21444695564939628,85000.0,0,-0.06812653335784001,1,0,0,0,0,0,1,0,0,0,0,0,0,0,9
0.7728340698360989,-0.7260094582986852,0.5877423538136842,60000.0,0,0.6372222469682118,0,0,1,0,0,0,0,0,0,0,0,0,0,1,48
1.674648995702742,0.40690860515133964,1.7108073870619969,200000.0,0,1.4740153341195148,1,0,0,0,0,1,0,0,0,0,0,0,0,0,125
